l,Dl_Planck,Dl_H73_Tension,Dl_TRXT_Fixed
1770,190880385.2709836,178937969.16350198,191089231.9019241
1771,190759940.41397715,178614311.94997546,190970438.86643386
1772,190631378.70126465,178284330.35875762,190843363.5845644
1773,190495028.9454994,177948433.55180675,190708804.0622247
1774,190350475.72210586,177606287.29946545,190565717.40163273
1775,190198418.6466928,177258673.27284813,190414588.99659842
1776,190038066.86162052,176904883.54532614,190255927.37835184
1777,189870118.91595143,176545700.4873378,190088778.93978435
1778,189694527.43068904,176181161.44642118,189914252.5361345
1779,189510869.26987892,175810928.9330419,189731802.32273158
1780,189319842.62208322,175435787.71671814,189541779.84230465
1781,189121022.001654,175055399.841864,189344261.2003223
1782,188914730.12959957,174670176.52313596,189138969.3178801
1783,188700913.9614376,174280154.18766913,188925910.95024973
1784,188479895.5457819,173885745.34793988,188705444.63165784
1785,188251243.41874334,173486610.01032597,188477358.66807052
1786,188015655.02166563,173083538.1068736,188241639.66425312
1787,187773074.2880435,172676567.09610766,187998330.39754784
1788,187523065.59601194,172265355.9292609,187747764.08153382
1789,187266326.0405457,171850697.33604938,187489772.83125034
1790,187002796.6891644,171432629.0937747,187224316.4208793
1791,186732037.8006181,171010809.2592147,186951709.0984837
1792,186454746.17910367,170586033.5358381,186671816.2739778
1793,186170860.0887107,170158340.20102656,186385103.07712546
1794,185879935.7409708,169727386.60616374,186091563.86366233
1795,185582669.74008223,169293971.63414603,185791126.12710032
1796,185278616.08229178,168857752.71078333,185484073.754677
1797,184968471.7326763,168419531.39331487,185170569.46706983
1798,184651788.53437066,167978965.29107177,184850651.73533
1799,184329263.88439098,167536858.75242,184524358.492463
1800,184000447.5470512,167092869.68896565,184191727.14445493
1801,183666037.3203982,166647782.54568028,183853011.19851077
1802,183325964.52136096,166201525.47414812,183508192.09619898
1803,182980159.1771733,165754003.3005581,183157554.80244845
1804,182628935.1337309,165305505.29890433,182801073.13586047
1805,182272606.81979516,164856321.9632691,182438821.86332932
1806,181911103.4538557,164406359.2223511,182071197.1071145
1807,181544353.18967134,163955522.59224698,181698053.8922104
1808,181172669.8244598,163504103.89144665,181319586.01528275
1809,180795980.7573086,163052009.2056049,180936057.61576992
1810,180414599.95139983,162599531.85567307,180547462.84575155
1811,180028454.184319,162146578.65365422,180154048.86380506
1812,179637857.72297555,161693444.58250287,179756003.14344493
1813,179242736.8635377,161240037.34056675,179353440.17590445
1814,178843406.32054406,160786653.73472893,178946444.40793577
1815,178440181.7313462,160333592.18840235,178535526.04028422
1816,178032989.58812332,159880762.67661572,178120593.94245172
1817,177622146.20103335,159428465.6917556,177701677.53267008
1818,177207577.952106,158976612.49957114,177279325.7896898
1819,176789601.97624364,158525505.82180974,176853466.04654825
1820,176368144.69663298,158075058.37278932,176424072.48433807
1821,175943524.2250621,157625575.26040867,175991733.27278137
1822,175516059.86446643,157177363.4889228,175556394.50526723
1823,175085285.9094055,156729945.75919452,175117974.94308192
1824,174651521.57223934,156283630.39419845,174677023.1183057
1825,174215481.34934664,155839121.70412806,174233421.1757715
1826,173776699.5626322,155395944.52636567,173787757.02820688
1827,173335498.14588818,154954412.00988832,173339876.14567953
1828,172892200.44233346,154514839.4104479,172890406.096418
1829,172447131.23930454,154077544.12251106,172439152.74350446
1830,171999824.51618263,153642053.42405593,171986793.34944022
1831,171551398.6033029,153209479.63198695,171533255.0656459
1832,171101388.8001948,152779352.71653014,171078474.07028428
1833,170650123.3980132,152351996.3194832,170622734.93290967
1834,170197534.41296437,151927338.48313951,170166306.08378926
1835,169743952.0660202,151505706.1251947,169709094.9935492
1836,169289708.23511663,151087428.4858462,169251013.50238982
1837,168834338.12522396,150672038.7924888,168792352.5973898
1838,168378574.01412997,150260267.9998617,168333023.2397613
1839,167921951.50770926,149851651.03943524,167873309.8056415
1840,167465205.93870294,149446923.21207446,167413122.1860148
1841,167008274.3233786,149046022.1383644,166952742.59327167
1842,166551093.73885253,148648886.1293908,166492094.43136612
1843,166094404.92192686,148256257.77884126,166031448.9914075
1844,165637745.51969323,147867677.2066911,165571099.62978512
1845,165181456.8783048,147483488.84088406,165110991.04494077
1846,164725882.22630313,147104039.59340635,164651378.96700853
1847,164271366.69413605,146729678.87239715,164192222.12967733
1848,163817045.41694525,146359546.67738232,163733765.58962587
1849,163364072.26984745,145994802.32686207,163275982.32128787
1850,162911987.19459584,145634991.77714416,162819106.80193073
1851,162461139.09151617,145280455.4067156,162363440.59575117
1852,162011878.51403815,144931475.2733517,161908670.9697769
1853,161563745.6176524,144587508.12502655,161454931.4151437
1854,161117498.87291703,144249229.171056,161002822.55604452
1855,160673086.47131312,143916503.47895998,160552170.39138043
1856,160230864.38696924,143589604.02706704,160103074.01088092
1857,159790374.84277645,143267990.1613782,159655842.8529405
1858,159352383.71051028,142952344.98630303,159210788.4164162
1859,158916434.3538785,142642129.19818085,158767693.8232872
1860,158483705.69332153,142338439.140409,158327129.5982356
1861,158052924.2818667,142039918.8694707,157889181.7752115
1862,157625272.49657613,141747668.33639625,157453880.69780514
1863,157200706.77263206,141461561.61069128,157021305.57765976
1864,156779184.00718513,141181473.27384856,156591620.20434886
1865,156360661.58101007,140907278.4304788,156165147.41187492
1866,155945097.38090318,140638852.71998313,155741768.86751047
1867,155533274.46148416,140376896.9674205,155321671.26140696
1868,155125154.44192073,140121290.56907648,154904948.13624638
1869,154720286.3189449,139871500.29409242,154491750.150971
1870,154319458.86181763,139628232.66779968,154082409.3906862
1871,153922636.83442503,139391370.18193212,153676864.84399492
1872,153529371.1304472,139160381.4176472,153275423.91573837
1873,153140456.47835758,138935978.73810354,152878286.21865395
1874,152755445.61670604,138717632.45103833,152485341.35660258
1875,152375137.83384603,138506059.3354965,152096929.0789725
1876,151999087.82963416,138300731.49023166,151713391.54346767
1877,151627682.82636073,138101953.43103015,151334617.46173328
1878,151260895.4634461,137909614.97148672,150960487.74485144
1879,150898699.2430858,137723606.6544101,150591588.24004
1880,150541068.55984968,137543819.76685968,150227732.41861942
1881,150188815.7793414,137370983.40391663,149869236.90028915
1882,149841500.87004778,137204574.0853185,149516135.8773181
1883,149499102.4178766,137044486.75445545,149168234.30980235
1884,149161600.0199197,136890617.1562673,148825983.90530756
1885,148829394.6190119,136743282.15561482,148489352.24415308
1886,148502890.00966346,136602801.22670835,148158421.05034214
1887,148181229.27364904,136468232.87188283,147832919.57094443
1888,147865239.6244447,136340319.4489191,147513278.8740465
1889,147554486.72346342,136218541.46987224,147199264.0795871
1890,147249380.69681218,136103223.60014066,146891550.32716364
1891,146949911.67279127,135994270.1780105,146589167.78100482
1892,146656494.43562868,135892009.8501826,146293036.65139613
1893,146368699.0449513,135795926.17279965,146003033.15881005
1894,146086519.36449718,135705926.12149617,145719034.0195703
1895,145810375.31959116,135622342.3300117,145440916.45648527
1896,145540264.7080492,135545084.8820543,145168613.18059653
1897,145276186.64947826,135474064.74140134,144902772.06956834
1898,145018141.60058695,135409193.74787676,144643260.45477548
1899,144766131.36903226,135350384.61175296,144389576.0035662
1900,144520586.14578214,135297977.9265822,144142412.32409653
1901,144280656.98836595,135251040.33902743,143901757.62301967
1902,144047204.83088428,135210370.7057896,143666984.81425628
1903,143819810.59477323,135175493.15034908,143438785.38759717
1904,143598912.44108072,135146788.60163736,143216656.8259716
1905,143384093.19794443,135123782.20213038,143001265.24747598
1906,143175794.74161595,135106857.66955984,142792150.54879734
1907,142973601.81940365,135095541.10064083,142589559.14979544
1908,142777529.40880877,135089788.31111783,142393415.90044603
1909,142588456.04523623,135090418.14453486,142203613.1025907
1910,142405539.18254364,135096527.8140197,142020043.7759563
1911,142228798.02195764,135108075.71263513,141843316.8599017
1912,142058685.59424773,135125453.47721034,141673099.56936163
1913,141894792.37015238,135148189.58066997,141509220.98307618
1914,141737141.73380193,135176244.78762713,141351578.44499472
1915,141586192.23684752,135210014.3909667,141200401.77993402
1916,141441537.13440365,135249027.73054814,141056004.6234625
1917,141303203.9262199,135293247.71745667,140917747.1570861
1918,141171221.4649954,135342637.92573354,140785949.99662304
1919,141046055.5468325,135397598.16659322,140660429.68474162
1920,140926866.95099062,135457222.51230133,140541272.72059757
1921,140814123.6719166,135521911.5126967,140428507.8081154
1922,140707859.86578178,135591631.1265972,140322327.30571693
1923,140607673.56753734,135665910.42410454,140222497.73587337
1924,140514475.89683554,135745590.7781603,140128783.24370313
1925,140426991.244685,135829326.03722054,140041358.87207857
1926,140345694.934432,135917520.17264244,139960294.07210374
1927,140271065.35811585,136010579.40182695,139885500.95100245
1928,140202264.88129124,136107593.08020526,139816892.46447903
1929,140139773.90014508,136208967.7458915,139754382.4120163
1930,140083635.23983943,136314671.50592333,139698117.99296346
1931,140033451.86284003,136424231.73284099,139647761.12091523
1932,139988826.09514585,136537174.27950808,139603280.83647132
1933,139950685.54805794,136654349.38979903,139564830.8643318
1934,139918192.91692328,136774841.48657534,139532353.990282
1935,139891837.07663622,136899060.25671637,139505828.50997022
1936,139871223.18034694,137026530.73963842,139485171.07311213
1937,139856399.49931327,137157220.15722054,139470389.82224125
1938,139847415.43631318,137291095.91753557,139461196.7138212
1939,139843876.79210776,137427680.87185866,139457891.7364032
1940,139845833.83265182,137566941.3726301,139460623.13982007
1941,139853337.93098024,137708843.90628213,139468817.72045362
1942,139866441.56017143,137853355.0773111,139482585.7950284
1943,139885198.2865639,138000441.59275353,139502025.30036685
1944,139908768.72026232,138149176.2040816,139526809.32756892
1945,139937653.3165073,138299970.5000768,139557029.73456663
1946,139971907.50067285,138452790.02342734,139592829.452119
1947,140011139.3624718,138607151.9566133,139633861.6355023
1948,140055405.07152152,138763020.52921796,139680089.9841889
1949,140104312.5261311,138919910.65851218,139731581.20465696
1950,140157918.61007598,139077785.198066,139788442.90836218
1951,140216731.5876802,139237076.74823958,139850048.63219953
1952,140279910.86929536,139396945.84346795,139916711.4135371
1953,140347515.63277373,139557471.574042,139988323.57254595
1954,140419606.07128322,139718733.44269624,140064623.50330624
1955,140496243.38473657,139880811.34856728,140146138.36713094
1956,140577037.2147678,140043333.01470575,140231756.02884516
1957,140662049.35836935,140206377.6942577,140321874.02569693
1958,140751342.5882497,140370024.9833786,140416775.4244894
1959,140844526.69668972,140533900.85766408,140515659.65716758
1960,140941664.98250607,140698084.15171593,140618902.0622691
1961,141042821.68207496,140862653.98280662,140726453.83896366
1962,141147151.28363842,141026779.05787686,140837850.13740903
1963,141255628.67049015,141191447.80948046,140952633.92738464
1964,141367408.27314994,141355827.5408015,141071688.34607205
1965,141482098.4093461,141519538.75858274,141194081.89689246
1966,141600677.97313052,141683571.85531193,141320197.2142384
1967,141722299.777139,141847090.4447006,141449575.4559212
1968,141846571.8516867,142009712.6541706,141582173.06948325
1969,141974476.92622882,142172430.5999042,141717958.00182948
1970,142104706.9463347,142333944.89763245,141856486.92403305
1971,142237787.0991862,142494788.68220234,141997693.6873932
1972,142373785.16761854,142655036.9559688,142141545.3269804
1973,142511848.7198455,142813843.7731833,142288008.993364
1974,142652505.02178448,142971742.14732534,142437051.9378164
1975,142795822.45675397,143128805.46617854,142587887.28453296
1976,142940946.30794153,143284183.27008042,142740710.78263378
1977,143087943.34651998,143437945.8362526,142895565.45917296
1978,143236880.89279503,143590163.23662448,143052061.13262963
1979,143387363.52710414,143740442.04589838,143210070.9641783
1980,143539921.89814422,143889314.14756045,143369217.37778136
1981,143693696.39713424,144035920.40627033,143529357.3876204
1982,143849218.08132333,144180791.59016404,143690797.1186465
1983,144006090.00641957,144323529.70266828,143853054.8400916
1984,144163913.7085844,144463734.46449107,144015945.08861643
1985,144323221.31137905,144601935.4211952,144179545.9245948
1986,144483147.48218274,144737263.90088883,144343935.79687837
1987,144644224.4175016,144870248.00146654,144508900.30703738
1988,144806051.45253518,145000482.20277974,144674358.5443404
1989,144968226.229274,145127558.53801614,144840388.65997496
1990,145131281.5041297,145252003.40529633,145006797.20715943
1991,145294814.25131884,145373406.67571145,145173480.24637872
1992,145458419.64921355,145491355.68501267,145340515.46628782
1993,145621691.04583207,145605435.20512322,145507479.84793854
1994,145785630.84288737,145716638.3348832,145674527.25806355
1995,145948891.31590804,145823607.3275316,145841687.30124334
1996,146112475.28655395,145927334.2710347,146008368.2245621
1997,146275502.3930442,146026927.36716154,146174861.0952819
1998,146437560.58854088,146121962.4391324,146341283.84642202
1999,146599653.80498555,146213430.60531208,146507019.5263606
2000,146760423.8968589,146299960.23339668,146672291.6730863
2001,146920874.96444482,146382555.41197854,146837114.17528272
2002,147080118.50850755,146460383.64174327,147000948.45122895
2003,147238211.16623077,146533571.3693836,147164141.45020568
2004,147395209.30831286,146602244.48842803,147326425.40780327
2005,147551169.01460525,146666528.32811552,147487457.28098938
2006,147705670.06820288,146726071.66109422,147647605.7913962
2007,147858290.0166478,146780520.778566,147806645.67010078
2008,148009558.0107406,146830473.34333187,147964021.96475482
2009,148159049.9043085,146875573.504047,148119803.72784483
2010,148306817.12900665,146915940.78472054,148273933.29659036
2011,148452432.33445433,146951215.73972112,148426261.3618657
2012,148595944.656448,146981515.23698917,148576976.46625
2013,148736923.4572215,147006476.2133864,148725545.31105268
2014,148875895.28218716,147026692.64657593,148872296.77441496
2015,149012427.5568346,147041799.26707196,149016839.00002593
2016,149146085.28186932,147051428.26850468,149158941.36177015
2017,149277874.66019464,147056652.94966722,149298902.2530082
2018,149406396.69439617,147056141.32697192,149436066.7715765
2019,149532656.94031224,147050965.90286773,149570836.19756183
2020,149655733.59591952,147040271.76941866,149702811.43937582
2021,149776149.81139997,147024648.93288523,149831679.01251847
2022,149893946.4258617,147004205.0647567,149957883.91632172
2023,150008195.4804993,146978079.0290004,150081022.63846257
2024,150119418.22003976,146946858.89735836,150200689.2119571
2025,150227652.09744483,146910648.96764743,150316515.77965978
2026,150331962.84724718,146868581.85043213,150429449.6783444
2027,150432869.6657325,146821243.66227385,150538134.3697351
2028,150530406.47479647,146768735.30238608,150643537.48059547
2029,150624119.5100169,146710670.05323362,150744811.36087885
2030,150714039.77903393,146647146.05117553,150841537.0937932
2031,150800685.44467714,146578748.68159842,150934660.8534161
2032,150883110.62083223,146504599.38654435,151022919.86605692
2033,150961342.5402029,146424792.84400457,151107176.22310758
2034,151035896.98365873,146339912.408588,151186738.08019763
2035,151106311.148479,146249562.990896,151261647.90698123
2036,151172609.78605512,146153837.20619154,151332029.55578348
2037,151234325.9842894,146052336.16762635,151398006.33477208
2038,151291972.59808692,145945640.92745337,151459296.84593344
2039,151345079.98140213,145833350.21971804,151515553.61692286
2040,151393667.89928037,145715552.3829019,151567205.5698369
2041,151437262.45684227,145591842.2995016,151614077.4747938
2042,151476373.3147096,145462798.62208033,151656192.00322378
2043,151511017.40552416,145328507.50047705,151693299.0557424
2044,151540716.50338763,145188560.16204345,151725402.96861687
2045,151565978.7857846,145043534.4845068,151752265.94450554
2046,151586323.05661705,144893019.2301246,151774218.69276795
2047,151601265.15872738,144736600.4695475,151791171.6291605
2048,151611806.30797586,144575349.9274907,151802763.79288822
2049,151617460.73188144,144408852.63325936,151809598.6004226
2050,151618236.73477027,144237187.99810517,151811159.905479
2051,151613643.9633186,144059933.57639894,151807669.71970826
2052,151604185.13874903,143877646.23253804,151798986.2092817
2053,151589366.7244283,143689883.32464364,151785142.08633533
2054,151569191.1412046,143496698.44366798,151766433.8602569
2055,151543659.6683027,143298144.32843354,151742413.34700456
2056,151513272.43127748,143094772.86820042,151713038.85428315
2057,151477028.87755224,142885635.59330115,151678627.802399
2058,151435927.279102,142671783.193411,151638774.55856383
2059,151388962.77696958,142452263.57814652,151593362.59019068
2060,151337133.2096458,142228127.7220235,151542730.3445778
2061,151279429.3731888,141998419.94164437,151486745.85949332
2062,151216848.64079943,141764191.53282368,151425250.78434384
2063,151148377.43105698,141524483.25684163,151358556.74909493
2064,151074508.72876266,141279842.87975612,151286616.94684017
2065,150995736.24156323,141030819.34792116,151208965.33260745
2066,150911039.77486315,140776448.1821952,151125886.87535048
2067,150820910.07790035,140517276.34368104,151037587.04837158
2068,150725838.61474618,140253852.0247241,150943852.8845986
2069,150624798.540818,139985205.64571673,150844606.50916302
2070,150518785.1774116,139712390.35017326,150739776.5068286
2071,150407274.55736247,139434940.57113838,150629628.65466356
2072,150289739.5122961,139152388.13933793,150513912.68378705
2073,150167174.57294673,138865787.20450127,150392578.00115958
2074,150039050.5790849,138574668.86633793,150265484.2046158
2075,149905853.73504326,138279580.25110286,150133079.21798804
2076,149766541.65712097,137979540.579971,149995334.07648864
2077,149622107.85799593,137675605.67429015,149852057.3182346
2078,149472016.28915966,137367302.51866743,149703622.28549752
2079,149316750.20936903,137055178.14982066,149549624.04602936
2080,149156281.89123088,136739269.38325137,149389899.95584503
2081,148990582.3998159,136419612.61157447,149225283.60927075
2082,148819621.59933588,136096243.83048022,149055432.1290697
2083,148643368.16029254,135769198.66467836,148880365.5532375
2084,148461789.56706938,135438512.39374036,148699765.74512783
2085,148275880.52782023,135105248.3796411,148514097.29554895
2086,148084065.05598548,134767900.16527963,148322958.027677
2087,147887336.02345645,134427531.04395375,148126400.59655073
2088,147686173.417162,134084692.33151804,147924493.9580689
2089,147479509.53284577,133738388.57495639,147717753.9230533
2090,147267821.59137073,133389170.18267015,147505251.04392362
2091,147051070.50462326,133037072.20352449,147287974.1693837
2092,146829216.07343635,132682129.53704818,147065023.07484043
2093,146602735.1515857,132324895.10882162,146837441.5495778
2094,146371586.8350197,131965405.07019892,146604319.1325446
2095,146135209.99841475,131603176.34444913,146366627.5487355
2096,145894599.38669854,131239282.72695488,146123518.49476704
2097,145649192.24933696,130873241.52726908,145875434.83169338
2098,145398943.4416095,130505088.67726275,145622916.29094443
2099,145144327.9158043,130135381.22831023,145365159.98373815
2100,144884778.34318262,129763634.97838287,145102533.73529944
2101,144620768.4515269,129390391.70487696,144835576.47405934
2102,144352249.5678575,129015607.26110281,144563554.97963312
2103,144079171.8424016,128639220.91513686,144287178.36297902
2104,143801484.45559475,128261171.6367505,144006258.7271739
2105,143519659.74240035,127881922.22261204,143720336.1688578
2106,143233121.87035796,127500887.974589,143430127.09551567
2107,142942867.40829447,127119057.26813963,143135515.6185972
2108,142647793.57856593,126735319.80371907,142836792.90510955
2109,142349423.23864546,126351191.58707581,142533390.60917047
2110,142046651.33635658,125965561.38280083,142225785.7536098
2111,141740476.37197778,125579422.17442071,141913959.43479332
2112,141430317.1879434,125192187.95182556,141598135.2234898
2113,141116646.0009334,124804326.74089077,141278514.89408672
2114,140798879.01185694,124415251.21086562,140955134.37500417
2115,140478016.92961162,124025959.19547726,140628029.2020667
2116,140153474.88407794,123635863.60327443,140297234.54317552
2117,139825725.45007074,123245435.43899803,139962785.22291395
2118,139494181.2613684,122854086.41516075,139625309.54149598
2119,139159845.5405366,122462819.47961186,139284411.32613927
2120,138821598.40076825,122070515.11536525,138940009.05982068
2121,138480975.79897016,121678710.2919731,138592877.8391512
2122,138136856.01312047,121286284.94151694,138242767.59609267
2123,137789712.00255632,120893714.31791992,137889465.94968215
2124,137440551.73316696,120502009.32159151,137533267.0228899
2125,137087716.0244384,120109514.34638464,137174205.21143875
2126,136732746.80255872,119717775.5331004,136812546.39302438
2127,136375050.9984057,119326204.66838089,136448611.75701475
2128,136015104.25621217,118935282.8948013,136082221.6800299
2129,135652847.6068918,118544957.38614818,135713520.89337188
2130,135287684.9753592,118154638.85722005,135342971.11879244
2131,134920629.2229957,117765347.60929273,134970287.2223471
2132,134551083.89798635,117376495.28396274,134595686.52968293
2133,134179526.41380875,116988568.04562607,134219370.20052707
2134,133805897.17327216,116601515.70996551,133841186.9125977
2135,133430675.37536526,116215827.55566777,133461493.49492855
2136,133053802.24895865,115831455.5633771,133080241.81860726
2137,132674678.55214003,115447811.92061536,132697372.0750111
2138,132294324.74148923,115065929.19692186,132312955.97105142
2139,131912682.70856829,114685762.08643027,131927202.29378133
2140,131529694.10790531,114307265.74209706,131539880.34891942
2141,131145300.37971613,113930395.80475621,131151536.96762332
2142,130759985.46525283,113555651.12481779,130761569.52552417
2143,130373148.76366688,113182446.72542141,130371022.26559605
2144,129985818.619508,112811827.29608628,129979125.81826282
2145,129597394.66707556,112443209.54299441,129586639.72134522
2146,129207819.12956908,112076553.49376969,129193115.35863025
2147,128817579.375694,111712365.05932577,128798902.34091611
2148,128426619.0059095,111350607.12488581,128403563.46842615
2149,128035427.82370694,110991789.52547912,128007965.49374127
2150,127643404.13711146,110635331.35102503,127611590.29587816
2151,127251038.77651986,110281731.88587458,127214859.01184162
2152,126858276.99289367,109930893.16828488,126817230.37984711
2153,126465612.38748331,109583252.9944076,126419675.58090682
2154,126072443.07379088,109238154.13703817,126021082.15798858
2155,125679813.09504971,108896585.76202649,125622997.93919294
2156,125286571.42662162,108557342.42854491,125224303.36243002
2157,124893764.3446678,108221416.45451601,124825451.20724015
2158,124501340.67068334,107888703.15674417,124427421.9535942
2159,124108698.02662136,107558547.10043634,124028698.86158733
2160,123716887.69702847,107231946.95450237,123630616.44127995
2161,123325308.14138164,106908248.99580039,123232755.02835543
2162,122934461.70707178,106587903.8127574,122835490.78317675
2163,122544299.60626024,106270811.27158286,122438828.90196542
2164,122154773.27063279,105956871.85910235,122042256.04184964
2165,121765834.36693715,105645986.68510678,121646550.8122766
2166,121377989.7319359,105338612.40286891,121251385.4888292
2167,120991193.08660322,105034652.90768299,120857053.07524814
2168,120605398.43560742,104734012.7195066,120463605.35996646
2169,120220560.08341403,104436596.98108573,120071412.98398153
2170,119837189.6209819,104142868.42558748,119680547.5691802
2171,119454686.05811378,103852177.48886597,119290559.25186092
2172,119074120.69331212,103565547.15828031,118902052.22723675
2173,118694893.7696578,103282329.60665967,118515273.08442092
2174,118317521.912153,103002993.60693978,118130177.59191607
2175,117941964.66831301,102727451.04934576,117746721.98159362
2176,117568182.0105746,102455614.41978337,117365223.54053323
2177,117196134.35552624,102187396.79454395,116985470.43004453
2178,116825782.58364126,101922711.83510764,116607916.98391107
2179,116457649.65839328,101662035.38203149,116232588.57310556
2180,116091698.995653,101405283.79893064,115859237.12635843
2181,115727331.90879834,101151811.39209525,115488141.52570778
2182,115365637.63467477,100902660.41099186,115119491.63244577
2183,115006019.12313798,100657186.81249212,114753551.9298709
2184,114649006.21107814,100415873.4098386,114390241.36860855
2185,114294002.02873357,100178076.25426342,114029547.8683561
2186,113941538.70499672,99944280.31606713,113671662.99602556
2187,113592151.101539,99714973.19508678,113316750.30763067
2188,113244678.0994381,99488946.3843321,112964727.01636057
2189,112900222.21094593,99267254.8595198,112615691.76618707
2190,112558756.26368436,99049823.7418772,112269660.06843093
2191,112219686.04911005,98836010.92613548,111926369.28510866
2192,111883552.71038869,98626309.44892101,111586352.55639607
2193,111550331.4389191,98420646.16684821,111249293.6262276
2194,111219428.90681826,98218379.17167687,110915161.60886343
2195,110891960.19430771,98020574.7015182,110584352.51421781
2196,110567904.62973028,97827162.96585083,110256597.1697797
2197,110246671.5356972,97637503.87787145,109932161.30780861
2198,109928240.51903181,97451527.33185712,109610946.64645799
2199,109613164.08979498,97269735.81082799,109292855.50449957
2200,109301425.33651486,97092062.05162282,108977942.4367356
2201,108993008.30023098,96918440.65106456,108666514.51010935
2202,108687897.87362805,96748811.689568,108358477.36533827
2203,108386079.93812709,96583117.15409008,108053737.24658889
2204,108088115.976979,96421874.30680427,107752316.89881276
2205,107793420.4643969,96264453.06965227,107454458.07115181
2206,107501982.46443744,96110797.61958233,107159815.49386406
2207,107214368.25092724,95961429.0056907,106869129.2181529
2208,106929993.99947657,95815717.83922173,106581921.73042254
2209,106649429.2395034,95674187.7442549,106298583.53414884
2210,106372669.02143806,95536787.52414836,106019028.04753183
2211,106099131.31225745,95402888.55677976,105743169.2641457
2212,105829390.58808172,95273018.38720572,105470921.74791525
2213,105563445.29650654,95147128.19029701,105202235.16429202
2214,105301295.0246856,95025169.93924451,104937552.20251672
2215,105042360.19558385,94906516.10223478,104676774.35653411
2216,104787802.76153365,94792280.33630617,104419287.94152677
2217,104537045.94621247,94681837.22938077,104166139.67081335
2218,104290093.8876582,94575141.9429685,103916721.49902064
2219,104046369.4502669,94471568.0233685,103671460.3800453
2220,103807043.30077082,94372236.4762512,103429727.17911589
2221,103571541.06335117,94276522.91966441,103191976.28087652
2222,103339871.34362191,94184385.60509418,102958687.10051908
2223,103112628.34392565,94096368.02892372,102728760.40132138
2224,102888654.36557354,94011261.42982948,102503077.69007145
2225,102669130.79190046,93930195.76590453,102281661.61849864
2226,102452899.94629164,93851961.5655897,102063938.333846
2227,102241147.41427921,93777692.24144948,101850258.93392688
2228,102033302.61715445,93706764.65418331,101640627.44744666
2229,101828793.88074501,93638554.17048144,101434498.1987926
2230,101628812.98430522,93574199.19964302,101232634.8780668
2231,101432790.75534892,93513076.77476804,101035176.83936171
2232,101240746.11896393,93455151.58705786,100841608.32923411
2233,101052109.17436731,93399799.04599088,100651737.46988246
2234,100868079.73970617,93348163.80639921,100465925.57522808
2235,100687499.45739385,93299031.85476945,100284247.97625612
2236,100511572.07091701,93253550.76575042,100106639.86851692
2237,100339138.89018625,93210505.14599852,99933040.7917452
2238,100170815.10902107,93170452.92902465,99763393.13419425
2239,100006033.00121339,93132768.54756843,99598025.22197792
2240,99846003.98776864,93098604.97619481,99436695.86237936
2241,99688974.53190684,93066149.60079977,99279151.39092718
2242,99536158.22867064,93036556.28198816,99125695.14274503
2243,99387583.58928563,93009793.1125925,98976143.89109914
2244,99242684.32646126,92985232.67565423,98830557.09095262
2245,99101488.94546738,92962841.60784087,98689120.8539209
2246,98964026.7322486,92942586.55970834,98551463.91777466
2247,98830327.74754615,92924434.16192716,98417591.80622952
2248,98700422.82221812,92908350.99281877,98287721.78694884
2249,98574343.55375664,92894303.54735585,98161806.25410445
2250,98452122.30398616,92882258.20776986,98039513.68851596
2251,98333792.33864778,92872193.90810423,97921052.77080317
2252,98218788.40136352,92863540.42605622,97806722.25553688
2253,98107144.39442603,92856338.54071943,97696163.52421477
2254,97999495.90277272,92851230.00383273,97589085.07273884
2255,97894677.07056263,92847054.3940039,97485585.69889057
2256,97793926.4763876,92845054.97089106,97386082.2713179
2257,97696680.20009176,92844671.72244269,97290180.11209509
2258,97602976.02033237,92845945.54445072,97198048.97874683
2259,97512248.92198788,92848313.73163153,97109620.75331108
2260,97425140.78301354,92852419.64993379,97024472.89281362
2261,97341691.76762518,92858304.11704053,96942988.33756146
2262,97261337.66056255,92865402.72588927,96864668.86039692
2263,97183512.91991079,92873148.88874851,96790139.50536594
2264,97109469.45312665,92882792.60654265,96718787.05489346
2265,97038643.89513189,92893767.74231671,96650431.19660419
2266,96971078.89646748,92906113.30685,96585786.63586232
2267,96906210.07550335,92919260.41041182,96524366.2226482
2268,96844080.14280374,92933246.38874239,96466018.98080258
2269,96785341.58365987,92948717.48923798,96410450.87508357
2270,96729430.91969915,92965103.13820098,96358399.15449415
2271,96676393.37559237,92982440.61511253,96309020.37828168
2272,96626275.0126126,93000767.19560179,96263130.94150017
2273,96579122.72554967,93020120.15952258,96219740.9668113
2274,96534372.61416781,93039925.17521736,96179281.35011008
2275,96492071.61045675,93060217.94109827,96141284.95596379
2276,96452880.15868281,93081646.88141817,96106687.08078632
2277,96415621.94392833,93103022.89177696,96073855.44205058
2278,96380958.46401212,93124993.92910083,96043884.04039021
2279,96348939.83027185,93147595.83141248,96016730.70923759
2280,96319616.91273053,93170864.48274389,95991779.49090286
2281,96292425.92718157,93194220.42054938,95969030.61767758
2282,96267417.58412762,93217698.00537209,95948421.30049534
2283,96244026.81530319,93240715.16830969,95929914.46325713
2284,96223538.10319841,93264538.76150984,95913477.24312046
2285,96204770.67807336,93287969.7759986,95899076.69698098
2286,96188394.34474753,93311659.18894112,95886679.7735033
2287,96173844.38198444,93335022.88297279,95876264.96344228
