l,Dl_Planck,Dl_H73_Tension,Dl_TRXT_Fixed
646,124733259.69580428,121819360.7926079,124724735.50033253
647,124786836.8066364,121979140.37667,124776694.4923873
648,124849950.03739421,122150871.10483089,124838040.70628175
649,124922684.35717021,122334621.33779705,124909198.64909892
650,125006125.68289398,122531460.07442865,124990328.36868913
651,125099365.44636178,122740454.76103118,125081845.29641911
652,125202993.41871901,122962143.67877293,125183575.1321149
653,125317606.00249898,123197064.21296462,125296484.9747467
654,125443299.76880103,123445253.10234194,125420036.55247264
655,125580679.72378582,123707254.70243219,125554842.41970429
656,125728828.88874783,123982090.56246276,125701439.16554447
657,125888862.70436814,124270813.82641102,125859573.5089318
658,126060884.18046384,124573464.37950888,126029447.8296196
659,126244996.7843743,124890081.73333715,126211311.48307844
660,126441304.44104959,125220705.0225719,126405829.55238509
661,126649911.53319705,125565373.00173475,126612890.23247492
662,126871441.80197726,125924642.94243424,126832407.24532062
663,127105484.7815687,126298037.06441382,127064909.51220855
664,127352668.27569754,126686115.0084997,127310659.12262797
665,127613103.22749226,127088918.70280442,127569954.15301277
666,127886375.87075777,127505964.51027663,127842569.19196844
667,128173120.13355882,127937815.62848563,128128523.96371414
668,128473976.72811629,128385041.17563929,128428381.01610006
669,128788003.40605937,128846626.44187693,128742179.4697438
670,129116371.77847373,129323669.70527431,129069958.08216326
671,129458667.34238267,129815682.25419536,129411755.24468172
672,129815004.43295544,130322703.33528356,129767817.50488108
673,130185497.88724932,130844771.81289765,130138293.88998558
674,130570263.05063133,131381926.17113598,130523097.69301468
675,130969955.24858692,131934743.98115687,130922596.60874887
676,131384154.59761629,132502726.70749366,131336654.96486364
677,131812978.02127738,133085911.71942519,131765132.63002445
678,132255998.71782167,133683791.7538459,132208585.3597489
679,132714421.6327823,134297490.38299745,132667116.97028561
680,133187822.68234694,134926501.2328938,133140303.48125525
681,133675771.93053581,135570311.15546227,133628819.8834193
682,134178384.28111719,136228950.91533327,134132311.80819446
683,134696327.54181457,136903003.24883667,134650817.82951856
684,135229722.65363452,137592503.08803338,135184376.15169188
685,135777580.07504514,138296373.9395177,135733127.24745086
686,136340569.4621846,139015197.5591691,136297451.99634242
687,136918808.79641774,139749003.0741777,136876944.662785
688,137512416.71793956,140497819.31104317,137471565.01526472
689,138121512.54153,141261674.80565605,138081018.37574553
690,138745652.5834219,142040034.12442666,138706232.3133335
691,139384952.65398997,142832920.35117352,139346708.22078502
692,140039529.27228504,143640356.2957986,140001983.01446322
693,140709499.6822012,144462364.5045423,140672120.21137166
694,141394411.62972495,145298397.03127024,141357668.9648927
695,142094950.80860424,146149042.87713456,142058632.95907956
696,142809516.14218584,147012603.2663622,142773972.3485668
697,143539938.62029108,147890810.47704375,143504323.05423808
698,144284608.83974248,148781955.37554044,144249794.8205299
699,145044790.77651432,149687201.1824858,145010272.44038177
700,145819441.8986964,150605403.57957476,145785784.04390806
701,146608670.9275921,151536576.52539828,146575815.18642813
702,147412004.34912407,152480183.1274179,147380367.6456763
703,148230133.15985906,153436858.52182856,148199463.93062022
704,149063169.06497765,154406658.05222127,149033126.29430622
705,149909459.2857037,155387872.0727307,149880865.40124992
706,150770872.5626154,156382311.9470594,150743143.45731914
707,151645747.80412048,157388258.69266337,151618562.9427884
708,152534185.088728,158405753.9787333,152508362.04646072
709,153436880.4723201,159435434.9291783,153411383.0568405
710,154352747.12309012,160476155.25327837,154328286.5445637
711,155281882.61724997,161527952.5371114,155258373.27322334
712,156224985.5491288,162591464.8493775,156201424.29676092
713,157180354.62930986,163664929.835268,157157031.38509107
714,158148683.3825071,164748979.41008124,158125545.3962067
715,159130067.6612663,165843647.26867202,159107165.6918716
716,160123390.26465407,166947753.4998942,160100680.9901008
717,161128738.51759112,168061322.16169742,161106877.75312755
718,162146200.53420046,169184377.54024386,162125120.69570348
719,163175253.18178537,170316332.10966176,163154895.9258643
720,164215981.0315771,171457205.47857317,164196632.63519984
721,165267853.97527698,172606402.002421,165249823.89640304
722,166330952.97459894,173763936.5287979,166314075.64245242
723,167405359.7222308,174929824.05419573,167389786.94663203
724,168490536.0661854,176103459.14414406,168476177.08165854
725,169586559.99349886,177284851.91269296,169572878.5714569
726,170692886.18372467,178473388.57168788,170680181.43246225
727,171809588.8394172,179669074.25702703,171797466.20769942
728,172936742.82068345,180871914.15897948,172924200.40180162
729,174072536.14738932,182080026.02014706,174060407.8180794
730,175218291.20703998,183294661.33908802,175205813.27494463
731,176373446.94794273,184515187.55921003,176360125.92114252
732,177536801.64981613,185740330.8350927,177523084.34008485
733,178709048.54871088,186970711.65310448,178694371.38176772
734,179889612.72942838,188205681.7194986,179874001.73378924
735,181077273.31483325,189443946.14538142,181061737.40011057
736,182273361.2059517,190686761.1824463,182257223.73635536
737,183476006.54032272,191932181.67693576,183460236.85105476
738,184685898.1485648,193180820.52179727,184670395.03721485
739,185902439.24292383,194432004.34079462,185887703.3811692
740,187125026.4951749,195685052.56195006,187111551.73446566
741,188353050.00578326,196939277.38222006,188341059.4763536
742,189586545.0599423,198194635.51902518,189576904.62329763
743,190825547.3389803,199451083.4171236,190818287.35166278
744,192068782.31032762,200707266.63402438,192064449.02143613
745,193316275.8627188,201963130.47061253,193315689.5541402
746,194567395.4106407,203217961.0710015,194571223.73631755
747,195822162.24766287,204471697.77124906,195830318.99447197
748,197079935.63772407,205723617.18601394,197093584.12282488
749,198340732.2254333,206973652.61421362,198359565.2165319
750,199603903.0633868,208221071.06168756,199628655.10413828
751,200868792.2408053,209465149.30303162,200900190.4513996
752,202134736.3321314,210705226.01061884,202173500.95417672
753,203402407.37343627,211941993.0645777,203447983.8890765
754,204671138.74361765,213174804.08786684,204723596.6521496
755,205940256.9558598,214403006.23678553,206000189.03074265
756,207209081.63502008,215625940.17742184,207276514.19305742
757,208478960.65659717,216844975.22369954,208552485.776656
758,209748535.75316936,218058774.9429152,209827423.2969063
759,211017798.51437044,219267353.15483943,211101255.89483353
760,212286056.99813473,220470040.5421172,212373272.46969858
761,213553297.876245,221666846.7950071,213643306.91137418
762,214818820.67630243,222857094.85258278,214910722.43871668
763,216082607.11504614,224040790.2353304,216174811.78101513
764,217343257.15930992,225216557.1054329,217434923.64896485
765,218600742.10492966,226384391.3450618,218691694.94500762
766,219855033.43569684,227544289.4147748,219944554.8309118
767,221104709.9896874,228694855.51935443,221192861.7409556
768,222350430.96113035,229836774.60925734,222435967.8293409
769,223590062.77021137,230967939.25007227,223675021.9177918
770,224824959.51402,232089730.07320175,224909017.59574047
771,226053675.21735474,233200728.026484,226137792.77443948
772,227275454.96728024,234300205.50865558,227360789.269953
773,228490951.34714726,235388842.80336675,228577906.0706764
774,229698696.81876642,236465200.4614458,229788600.3256214
775,230898631.30305284,237529246.88173196,230992744.05058753
776,232091407.6278254,238581663.75916314,232189276.7225377
777,233276256.65716565,239621711.2145275,233377881.43848953
778,234453118.47473112,240649358.978274,234558554.53003493
779,235621933.19424522,241664577.2016076,235730286.30488595
780,236781920.7383925,242666616.23609877,236893173.9057557
781,237933737.75654408,243656163.55223376,238045963.9372351
782,239075876.55628103,244631742.67187443,239188934.00663558
783,240208991.87263325,245594039.93854445,240321601.14031693
784,241331562.95474654,246541566.6052582,241443013.1092509
785,242443513.05625474,247474278.32616493,242553334.01128536
786,243543302.6582397,248390668.38089392,243651942.89358485
787,244631576.7644161,249291414.9712359,244738257.87805742
788,245707517.5412759,250175733.86289456,245812658.61852652
789,246769562.57757753,251042096.64669192,246875019.92674163
790,247819089.4064303,251891915.26247713,247924999.6675006
791,248854527.6259152,252723654.121678,248962568.23572773
792,249876519.1411859,253537990.3514373,249987328.6142686
793,250884224.22031298,254334119.85259464,250999254.03899944
794,251877541.55039072,255111977.35803154,251997985.92381415
795,252855621.27399662,255870749.47146633,252983071.01270986
796,253819105.6704248,256611115.35111958,253954215.16861707
797,254767892.18106788,257333009.73762056,254910574.2118921
798,255701123.97322518,258035613.5204302,255851500.59162995
799,256619447.56770727,258719611.3681482,256776379.1062021
800,257522001.34071934,259384180.2331851,257685320.4114164
801,258408675.43842635,260029257.93115503,258577282.23978546
802,259280122.41742638,260655579.94319618,259451784.01286146
803,260134712.40752515,261261608.89941785,260309237.12934196
804,260973095.2867002,261848088.13980433,261148828.81285518
805,261793626.65301436,262413467.69092152,261970782.12757006
806,262595415.20165303,262956951.64782023,262774515.027459
807,263378332.196863,263478507.6509083,263559763.96225098
808,264142248.17078975,263978103.58978862,264326102.1897478
809,264886258.1812925,264454932.86614025,265074023.51625505
810,265610225.49174815,264908958.07865208,265803299.68602604
811,266314012.56236768,265340142.01953208,266513427.71220392
812,266999041.98351967,265750008.61308423,267204801.9594681
813,267664403.6958286,266137750.14112225,267876741.26857257
814,268310747.7629612,266504120.0211308,268529306.0226482
815,268938731.10645473,266849879.54652917,269162909.9578316
816,269548229.33798105,267175009.72443014,269776314.49092406
817,270138327.11241263,267478701.6342615,270370012.91767347
818,270708892.535989,267760930.8415472,270942546.63167185
819,271258998.8534926,268020879.09076065,271493187.0728789
820,271787710.665638,268257720.52845168,272021902.3512983
821,272294083.89819854,268470621.6781741,272528630.91188693
822,272777965.57721245,268659541.22155744,273012596.54334056
823,273238400.02790725,268823636.2031615,273473762.38317114
824,273676030.22684234,268963663.38861567,273911861.8934823
825,274091505.981695,269080387.4504712,274328523.07441306
826,274484676.3489337,269173773.3920098,274723075.15902686
827,274856198.9956174,269244595.9152509,275096242.9285933
828,275205926.9540957,269292826.181933,275448774.67389214
829,275535339.2741252,269320062.47198725,275780685.10622627
830,275844298.8910415,269326288.05814517,276091225.499076
831,276132667.83243996,269311486.4191326,276380312.45080173
832,276399487.8472232,269274821.87531394,276647214.20840454
833,276643791.899253,269215451.0890234,276891119.40942085
834,276866250.77086115,269134169.67483914,277111209.3165418
835,277065066.3465459,269029305.4901314,277307331.593123
836,277239251.043477,268899998.0725056,277478783.2548232
837,277389466.9039929,268747037.7393279,277626030.7470219
838,277516382.93785554,268571222.93709874,277749824.4188273
839,277618175.5206421,268370860.64705372,277850294.64910334
840,277698015.3780405,268149253.37676248,277928022.99256134
841,277754918.1782143,267905549.7598865,277983172.9157716
842,277789569.0728341,267640569.1046988,278016900.87310374
843,277801819.1025936,267354297.8071788,278029628.76298976
844,277794047.89400476,267049252.05547953,278021340.20031554
845,277763587.1763169,266722901.35461026,277991462.42020136
846,277711979.61623156,266376927.36900437,277939168.4666658
847,277637386.3328681,266009631.44542786,277864688.7740755
848,277540505.0252231,265621852.74846932,277767250.1024055
849,277420334.1474735,265212732.44395816,277645706.39241374
850,277275863.20241344,264781404.00060046,277500198.1176003
851,277108643.8834863,264329552.09143987,277331507.1240331
852,276917663.6977313,263856249.24831393,277139010.51142365
853,276703623.1657961,263362269.4129202,276923784.978894
854,276466366.6568721,262847530.96960428,276686866.1132657
855,276208333.38106763,262314547.74427512,276428279.0500071
856,275927649.37641746,261761520.99801975,276148413.04030776
857,275626770.12893355,261190982.05381805,275848478.1499007
858,275305560.4285989,260602872.15925398,275528590.26522857
859,274963884.1078778,259997132.2317941,275188160.64226
860,274601604.03042907,259373702.85431188,274827373.40530545
861,274219459.5306053,258733401.72143874,274445619.95179355
862,273816438.12475073,258075295.35774666,274043042.5919412
863,273394162.7665118,257401086.3799732,273618793.66515166
864,272951621.0182553,256709842.6753765,273172963.8335972
865,272488676.8792241,256001509.2368468,272706286.93287337
866,272006968.65406597,255277806.0384016,272218424.18924755
867,271504591.14627504,254536910.23560223,271709862.2693358
868,270982297.0236432,253779657.53797945,271181311.05213684
869,270440846.1121819,253006891.5099271,270633999.97598743
870,269879213.6486868,252217671.83022735,270067337.2945431
871,269298161.4577283,251412845.4759877,269483150.3944179
872,268698458.5339337,250593267.31184927,268881381.3638774
873,268079076.92520714,249757995.9801084,268261971.9709171
874,267441691.74383715,248908793.91869438,267625045.10194266
875,266786181.16344908,248045627.3649593,266971071.29396194
876,266113330.5644063,247169370.50787652,266299591.72532472
877,265423022.2042104,246279995.1651951,265611864.69067702
878,264717874.5457065,245380210.1183536,264907097.68388578
879,263995957.42413592,244468176.2861883,264185459.17464414
880,263258989.32993612,243545704.01433665,263448254.0401469
881,262505948.37077793,242611864.04381981,262693936.36942527
882,261738565.53732023,241668480.78328332,261923328.65615284
883,260955818.9709918,240714626.58320174,261137152.87222767
884,260157602.373456,239750290.15170202,260334562.9334043
885,259344735.44994467,238776387.0041901,259516392.04465738
886,258517116.15774366,237792911.71805984,258683460.20150644
887,257674641.46289185,236799858.69554713,257834790.50952414
888,256819073.9736537,235799088.80328667,256972098.68881446
889,255948450.4809153,234788737.9187213,256095445.5820239
890,255065477.6010505,233771612.57890955,255205686.46026608
891,254169127.7750476,232746785.98552212,254302812.5811047
892,253260247.58051756,231715206.32264858,253389385.1666863
893,252338747.2967522,230676886.32758167,252463840.12869224
894,251406428.25570425,229633730.6474522,251527701.91757804
895,250461315.55908757,228583868.56191504,250580293.4150999
896,249506167.52958396,227530163.43987,249623125.74480176
897,248539957.85752982,226471694.89159477,248655614.31811967
898,247563559.86229774,225409443.03550428,247677623.95001227
899,246577854.61391094,224344396.62507662,246689914.29046923
900,245582772.28300396,223276594.40405846,245692634.72749278
901,244578242.53341272,222206052.3374217,244685779.7662423
902,243566120.9898305,221134620.17229623,243670804.74863374
903,242546349.71843693,220062210.70261106,242646684.8352951
904,241518870.2036232,218988735.8115275,241615090.15406433
905,240484592.73923054,217915075.86418897,240576041.25629392
906,239443464.13866183,216841147.419284,239529971.9058454
907,238397378.02619204,215768813.52174988,238477158.65950996
908,237345317.31290153,214697026.18003926,237418909.62998253
909,236288211.78848732,213626683.9592074,236354573.99380264
910,235226019.32380548,212557713.18467256,235285399.61529037
911,234159679.6624002,211491021.73490447,234211796.29525366
912,233090140.8092368,210427525.4312585,233134036.42933482
913,232017372.50171447,209367161.51003075,232053089.080332
914,230941344.18273008,208309866.59650436,230969368.97491845
915,229862025.0207312,207255576.72592464,229882901.21877158
916,228781370.05760232,206206213.49224415,228794718.09824896
917,227698365.74810588,205160729.58836064,227705596.4968126
918,226612987.07842577,204119065.9253897,226615450.18863684
919,225527208.00133643,203083162.0684972,225524682.06111005
920,224441016.2013082,202052971.00259596,224433686.43987098
921,223353395.31027055,201027441.34862876,223343301.71787316
922,222266338.45995557,200008530.9163543,222254030.98518863
923,221180847.8436174,198997206.2664307,221165700.65753832
924,220094902.90095094,197991410.8956152,220078782.21889997
925,219011528.85735783,196994133.77622476,218993603.4104086
926,217929717.74990228,196004330.3821958,217911060.21394598
927,216850486.9436486,195022981.20543128,216831686.2329787
928,215774862.58437192,194051075.20842224,215755419.54553282
929,214702858.19810414,193088588.42360115,214682197.6452826
930,213634487.36627546,192135496.6281833,213612605.45312703
931,212569763.73681957,191191775.35485867,212547612.53823614
932,211510757.11517835,190259455.98226684,211486479.16020414
933,210456464.3047247,189337496.574768,210429701.6720485
934,209407938.31080413,188426911.0857057,209378668.87275276
935,208365206.4390216,187527687.45478347,208333088.64008507
936,207328296.14171335,186639813.45349047,207292614.7843325
937,206298274.12225842,185764315.7882263,206258962.38626474
938,205275174.81050813,184901188.57439765,205232489.53241026
939,204260076.3601483,184051469.33229923,204212080.5373753
940,203251974.50716183,183214112.84394065,203200015.7701654
941,202253000.25452018,182391208.83594432,202195566.02534595
942,201262152.02543545,181581714.1308431,201199696.76391518
943,200280524.4619917,180786681.44359127,200213264.5534843
944,199308166.72649232,180006117.68062434,199236245.83575252
945,198346185.17267907,179241086.6086186,198268616.80600196
946,197393577.12098718,178490542.62711328,197310488.7728814
947,196452515.40275395,177756615.30991024,196363707.35981658
948,195522000.2459379,177038261.28780636,195427316.2918481
949,194602089.1395028,176335494.10981083,194502295.38799155
950,193694976.16832897,175650463.57471028,193588632.82963276
951,192799662.3735613,174982115.00693426,192686571.10656744
952,191916211.46719182,174330411.53813726,191796893.32057878
953,191045762.10668486,173696379.2938791,190919580.3590521
954,190187308.17075628,173078898.69828227,190055636.26222765
955,189343073.1136208,172480078.822558,189204099.72827086
956,188512054.0344967,171898801.44861057,188366874.52262303
957,187695407.31206095,171336106.69741434,187543137.16832387
958,186892126.5860486,170790871.00436062,186733753.37258744
959,186103373.86563495,170264138.22121412,185938831.65855917
960,185330320.81868568,169756960.89876744,185159298.1466234
961,184571962.86491305,169268214.3732352,184394398.64388648
962,183829477.48268318,168798955.06613547,183645763.16199335
963,183102954.39425778,168349150.66244662,182912881.40964764
964,182392484.02505392,167918768.56262666,182195577.75850615
965,181698157.52864254,167507775.90022057,181495549.4131866
966,181020066.81202903,167116139.55960265,180812436.9780105
967,180359411.22145635,166744932.8541002,180145972.41194323
968,179715182.16479042,166393020.14056286,179496905.3612314
969,179088585.21019858,166061478.91009337,178864693.72596937
970,178479722.42206815,165750282.11589164,178250518.09324813
971,177887580.93044695,165458286.73450062,177654224.67365614
972,177313375.8494852,165186576.67593724,177076168.65434498
973,176757211.9988953,164935124.49673143,176515949.8710697
974,176220317.90095022,164705025.38839862,175973853.67092502
975,175700557.1823631,164494008.57069445,175450912.08743632
976,175199158.07575777,164303166.78436595,174946834.80037645
977,174717359.0817268,164133601.9444016,174461808.14510936
978,174254145.07938376,163984161.2416913,173996243.77398136
979,173809627.07082692,163854816.87852013,173550109.81850782
980,173385053.7644271,163746677.64281082,173123374.14389774
981,172979406.43441638,163658583.7585982,172716004.365869
982,172592799.46805674,163590507.424019,172328533.35609517
983,172225348.41583282,163542420.85226429,171960923.96698087
984,171878315.9007134,163515442.1715434,171613118.1837047
985,171550678.61487153,163508402.41245386,171285665.31577733
986,171242555.7023728,163521273.88126913,170978041.32874298
987,170955220.41789633,163555181.8092118,170690078.67829058
988,170687646.15142426,163608950.36765173,170422384.1689404
989,170439955.76172575,163682551.99205676,170175376.4810071
990,170212273.3647933,163775959.16085663,169948851.5467224
991,170004724.34250185,163889144.3944919,169741801.70385134
992,169818599.94105008,164023244.84420997,169555304.875515
993,169651701.26123676,164175906.27266064,169389696.7707404
994,169506489.05722994,164349432.84295255,169244198.6312858
995,169380757.6112897,164541460.98362947,169119123.2481007
996,169275805.6619742,164753130.30709895,169014919.33830658
997,169191766.30212477,164984413.49780872,168930748.17661098
998,169128773.91856077,165235283.2421006,168866582.4869544
999,169085783.11544302,165504531.14170274,168822663.2258048
1000,169064107.21329588,165793306.20284903,168799592.01479292
1001,169061513.2528681,166099223.97203374,168796449.22827974
1002,169080504.92212325,166424692.10456386,168813421.2475018
1003,169118844.36045316,166767390.1296257,168851226.0182144
1004,169177854.7826557,167128557.98052073,168908882.49372154
1005,169255284.278182,167505859.7855391,168986363.62927416
1006,169353653.89274243,167901731.94115892,169083642.42098078
1007,169470704.72675836,168313830.202056,169200812.85350856
1008,169607767.40323967,168743399.14050457,169338687.5964289
1009,169764978.48925453,169190488.5593358,169495283.48933575
1010,169940061.35612142,169652734.3435821,169672609.84388968
1011,170135559.90751728,170132592.18000323,169868477.9326171
1012,170349190.3868405,170627689.3558309,170083982.37913474
1013,170581079.8815854,171138063.2544914,170319096.3731861
1014,170833790.24563512,171666185.26921037,170573989.17020872
1015,171103807.74566567,172208450.44069734,170847368.9516614
1016,171393698.991103,172767333.37834924,171140257.8208108
1017,171703602.97856984,173342880.29591385,171450346.7049199
1018,172031207.06260026,173932684.97339094,171779876.69271207
1019,172377866.935778,174538008.7283305,172126768.06251743
1020,172743717.84218952,175158891.62042066,172492029.88524047
1021,173127662.52548096,175794140.39065742,172873634.80662733
1022,173529831.2588991,176443788.48247907,173273541.04557258
1023,173947878.47997195,177105392.66752538,173689959.91928276
1024,174384403.96651757,177781454.21271226,174123669.03441703
1025,174835811.35801506,178468277.39266115,174574885.50648642
1026,175304705.0335501,179168366.3587003,175041663.59959906
1027,175788717.1575549,179879252.17566124,175525582.80978885
1028,176287962.7551711,180600947.88830516,176025225.6199826
1029,176805063.99435437,181335972.79450324,176540132.44425634
1030,177336386.20765555,182080588.45811176,177072192.6084909
1031,177884556.13077033,182837316.93863866,177619310.92781985
1032,178447179.65004998,183603658.52990246,178182371.16827413
1033,179026895.37029082,184382145.31900647,178762077.47884434
1034,179621301.53415748,185170268.0969899,179356768.8326129
1035,180231780.9444074,185969301.27233073,179966571.24524528
1036,180855916.83106762,186776718.72945872,180591915.1635787
1037,181492546.4559543,187591247.42467588,181232042.16458637
1038,182144323.426136,188415429.69109222,181886552.41506904
1039,182808812.01068383,189246717.54692844,182553957.39378732
1040,183484837.8076268,190083823.35410947,183234811.29002446
1041,184173782.42462873,190928014.49067548,183927969.0995576
1042,184874468.5486216,191777998.41224933,184633301.84652478
1043,185585710.00924775,192632472.70742196,185350541.46617898
1044,186310181.21399957,193493994.52495152,186078582.38556442
1045,187045408.14451128,194359971.56223768,186818731.95017987
1046,187791487.52241856,195230381.2234928,187570337.59677997
1047,188548517.03264466,196105200.83547693,188332752.3568918
1048,189316595.3174222,196984407.63411102,189106108.30749488
1049,190094519.7705731,197866676.55149662,189890218.09988758
1050,190882383.47896752,198751977.15027115,190685378.8470466
1051,191678973.24352902,199638998.55395758,191490707.2191327
1052,192484376.32362768,200527837.34321183,192305927.0853516
1053,193298680.82226655,201418617.90393096,193129038.0273115
1054,194121975.71216813,202311465.6358325,193960199.2221399
1055,194951716.56073117,203203872.6740788,194800111.20131123
1056,195789298.68421885,204097271.04031548,195646693.23332414
1057,196633483.9390726,204990459.43102217,196499499.124926
1058,197484349.59751692,205883552.0903417,197358995.29377764
1059,198340646.56022513,206775337.02016369,198223907.73143715
1060,199203775.72168905,207667252.34310454,199094005.88325372
1061,200072484.42200086,208558082.75209495,199970487.15923387
1062,200946845.3138329,209447938.37536135,200851417.72156158
1063,201825594.53810018,210335592.9502882,201736775.338624
1064,202708798.49670652,211221150.59456086,202626537.70093971
1065,203595181.98153082,212103373.9337462,203520434.04445106
1066,204486149.72600177,212983705.6516589,204417387.03151307
1067,205379075.3335442,213859557.4177971,205317164.20437506
1068,206276711.8199864,214733720.42893282,206218676.03433812
1069,207175071.36403134,215602245.15896204,207122021.00151807
1070,208076910.40322885,216467926.4544483,208027321.551081
1071,208979576.5540411,217328150.45444992,208934455.94248366
1072,209884477.23336554,218184363.2119945,209841260.23840234
1073,210788943.01281458,219033934.04849562,210748983.46435848
1074,211694379.37812185,219878307.31348127,211656502.33693627
1075,212599467.18410134,220716202.84005708,212563892.10276106
1076,213505617.45447466,221549070.74541557,213469991.77259076
1077,214410133.7440616,222374253.79388627,214376212.60791668
1078,215314424.8451973,223193200.10438502,215281310.29036325
1079,216215776.7191325,224003235.08301854,216185433.69551685
1080,217116976.02497432,224807184.95339608,217087383.09295273
1081,218015298.6054764,225602365.24395743,217987233.0446716
1082,218910770.6005288,226388841.9031627,218883816.71490744
1083,219803418.09844184,227166680.95263645,219778409.21319747
1084,220693267.10439,227935948.4576306,220668746.9880616
1085,221578950.4421912,228695317.43097824,221557110.99842697
1086,222460486.15470576,229444846.23582134,222440308.57574576
1087,223337892.0963062,230184593.1805612,223320286.43614003
1088,224209785.12597665,230913215.71458918,224195205.32257122
1089,225076174.91000026,231630764.23375544,225065872.14418665
1090,225937070.82736263,232337288.9887009,225930384.10033303
1091,226792481.94322672,233032840.06140918,226789411.13629007
1092,227641005.8913897,233716056.2508865,227642240.48863286
1093,228482643.28016737,234386979.48241678,228489706.30018216
1094,229317394.31578347,235045651.43446746,229330152.84484226
1095,230145258.7795629,235692113.51954675,230163980.26606327
1096,230964814.56230366,236324985.42238697,230989653.84851003
1097,231777476.78694957,236945724.2265768,231808401.45156473
1098,232581817.1918132,237552943.80189356,232619227.2292367
1099,233376396.6141169,238145247.29210374,233421330.574805
1100,234164060.44858274,238725522.5779649,234214776.3602177
1101,234940502.3243492,239289518.91364473,234999629.50996855
1102,235708569.907389,239840191.7869333,235775091.5123809
1103,236465372.67779207,240374772.1666359,236540693.4514997
1104,237213767.67977533,240896239.3509688,237296492.65807676
1105,237950852.72570324,241401814.17806318,238041746.66685575
1106,238676599.06016955,241891591.69669387,238775907.70170692
1107,239392427.36831567,242367117.1814127,239499025.20969507
1108,240095409.95723578,242825588.3209373,240211148.48572198
1109,240788418.87375334,243270003.3430835,240911613.0366711
1110,241468514.55187783,243697549.66955182,241599766.8947596
1111,242137117.5101598,244109775.62078893,242275651.13619992
1112,242792731.5854812,244505313.6574636,242939306.5902298
1113,243436781.07324404,244885717.52851948,243590147.62868217
1114,244067763.05196542,245249614.60381937,244228020.4852062
1115,244685634.4265098,245597092.9256086,244853198.20777363
1116,245290351.3165495,245928240.60539293,245464313.3681628
1117,245881869.04506162,246243145.82103983,246061600.51464388
1118,246460142.12661508,246541896.81385544,246645336.42254618
1119,247023642.55425623,246823100.18444994,247213810.79944137
1120,247572315.24470177,247086836.3470965,247768061.180904
1121,248107591.25514638,247334672.7558931,248307147.46052226
1122,248627932.07610658,247565208.2071484,248832307.10203385
1123,249133280.0130918,247778523.23077896,249341604.82867885
1124,249625071.4375435,247976193.35116065,249835513.09183252
1125,250100259.56810406,248155311.8784921,250314486.13718185
1126,250558775.9855702,248315951.4340224,250777094.98468396
1127,251003557.21816078,248461190.54577118,251225053.47869903
1128,251433043.2942269,248589612.21186545,251656451.1562916
1129,251845662.60022765,248699788.76931265,252072286.04157573
1130,252244364.72606835,248794814.75030267,252471691.23595664
1131,252626065.08372656,248871751.51196,252855763.4952436
1132,252992205.59435317,248932187.934728,253223344.3075665
1133,253342718.83967146,248976204.58520317,253574520.22664902
1134,253676014.65988013,249002360.32561907,253909377.8736539
1135,253993539.78682005,249012251.95873398,254228003.93442002
1136,254295223.53230956,249005959.9280215,254530387.35839385
1137,254579464.34969062,248982034.8911976,254815230.97959515
1138,254847713.62691927,248942081.525412,255082663.59569457
1139,255099897.22792706,248886180.08082315,255334175.75036296
1140,255332864.20725062,248811335.10754552,255568390.65668407
1141,255551143.3741138,248722232.0321467,255785130.7566513
1142,255751578.6388955,248615872.51661876,255986216.95842516
1143,255935628.79395825,248493874.25179106,256168802.2637522
1144,256101664.93712538,248354768.39346457,256332912.12398785
1145,256251148.699897,248200177.8033482,256481478.3706175
1146,256383997.2002863,248030182.01467237,256613323.59889886
1147,256500126.23406142,247844860.4362544,256727044.54137757
1148,256597890.7966469,247642732.88726342,256825319.2046845
1149,256678758.01469237,247425432.54168233,256905843.20069334
1150,256742639.60842323,247193038.4035754,256969665.7161948
1151,256789445.66070583,246945614.2345732,257017061.52130637
1152,256819083.84955242,246683163.0292908,257046835.5550206
1153,256833033.24737284,246407245.02908248,257060064.92213544
1154,256828055.01297575,246114703.22858217,257057099.5542053
1155,256807201.1359816,245808672.13168398,257036812.38107327
1156,256768800.217078,245487563.54334298,257000136.1569536
1157,256714336.4570401,245152945.57011136,256947496.68567497
1158,256643716.80112392,244804809.77601236,256876698.37892732
1159,256556846.73052976,244443146.98544157,256790350.16277254
1160,256453630.25814953,244067947.2903059,256687628.1759442
1161,256333969.9257264,243679200.05852175,256568771.4779546
1162,256199364.5138892,243278491.6553293,256433289.748579
1163,256048121.40769666,242864217.8200562,256281772.6622043
1164,255881741.953482,242437969.0341131,256114825.84377965
1165,255700131.07969564,241999740.1529183,255932527.3887396
1166,255501583.53972194,241547916.65972143,255734005.5053196
1167,255287604.5749079,241084095.3395624,255519649.8991081
1168,255058094.77599418,240608269.15155232,255290170.75540286
1169,254814570.3158322,240122047.4723584,255045637.192064
1170,254555317.46012354,239623810.61762533,254786078.82882926
1171,254281855.0973857,239115172.38253722,254512320.06114855
1172,253994086.48799217,238596131.8013647,254223483.6557629
1173,253691913.5239179,238066687.41762787,253919578.7259836
1174,253375236.74302432,237526837.30870727,253601427.3798388
1175,253043955.34432894,236976579.11134782,253268926.96294445
1176,252699603.6298778,236417546.47367176,252922916.3777979
1177,252342086.51949093,235849744.57997158,252563386.9776411
